0240,5
0252,5
0253,15
0269,15
0274,5
0282,5
0283,5
0284,5
0286,5
0295,5
0298,5
0311,5
0340,5
0355,10
0362,1
0364,5
0375,5
0451,1
0464,5
0465,5
0466,5
0503,5
0506,1
0511,5
0539,5
0542,5
0543,5
0546,5
0554,5
0562,3
0577,3
0579,1
0598,3
0606,5
0609,5
0625,1
0650,2
0661,1
0670,1
0687,1
0735,5
0748,5
0752,1
0782,15
0784,5
0787,5
0808,10
0836,1
0897,5
0942,5
0943,5
0944,5
0946,5
0947,5
0990,5
0991,5
0992,5
0997,5
1003,5
1004,5
1006,5
1010,5
1011,5
1016,5
1017,5
1018,5
1022,5
1023,5
1024,5
1030,5
1033,5
1034,5
1035,5
1036,5
1039,5
1040,5
1041,5
1042,5
1043,5
1044,5
1045,5
1056,5
1067,5
1069,5
1074,5
1077,5
1078,5
1082,5
1083,5
1084,5
1085,5
1087,5
1090,1
1096,5
1097,5
1105,5
1109,5
1110,5
1111,5
1112,3
1114,7
1121,5
1127,12
1128,5
1129,5
1130,5
1132,5
1133,5
1135,5
1138,5
1141,5
1143,5
1145,5
1148,4
1149,5
1150,5
1159,5
1165,5
1176,5
1177,5
1178,5
1179,5
1195,5
1198,5
1208,5
1212,5
1215,5
1216,5
1218,7
1220,5
1221,5
1223,5
1227,5
1229,5
1243,10
1247,5
1261,5
1268,5
1279,5
1282,5
1291,5
1305,5
1306,5
1314,5
1316,5
1322,5
1342,5
1346,5
1347,5
1348,5
1350,5
1351,5
1356,5
1357,5
1360,5
1364,5
1372,5
1373,5
1377,5
1378,5
1380,5
1381,5
1384,5
1386,5
1390,5
1391,5
1392,5
1393,5
1395,5
1397,5
1398,5
1399,5
1402,5
1403,5
1404,5
1409,5
1413,5
1415,3
1419,5
1421,5
1422,5
1423,5
1429,3
1430,5
1434,5
1437,5
1438,5
1439,5
1440,4
1441,5
1442,5
1443,5
1444,15
1445,5
1447,5
1448,3
1449,5
1451,5
1452,5
1453,5
1454,4
1455,5
1457,5
1463,3
1466,5
1467,5
1475,10
1478,5
1483,5
1484,5
1492,5
1509,5
1510,5
1512,7
1519,5
1521,5
1522,5
1524,5
1525,5
1527,5
1532,5
1533,5
1534,5
1536,10
1537,5
1538,5
1539,5
1540,35
1542,5
1543,5
1544,5
1546,5
1548,5
1553,5
1555,15
1559,5
1560,5
1561,5
1562,2
1563,5
1579,5
1581,5
1582,5
1585,5
1595,5
1598,5
1620,1
1624,5
1625,5
1655,5
1658,5
1659,5
1663,5
1678,5
1679,5
1687,5
1691,5
1699,5
1727,5
1728,5
1734,5
1761,5
1783,5
1805,5
1822,5
1823,6
1826,8
1829,5
1847,5
1851,5
1857,5
1861,5
1862,5
1863,5
1865,5
1867,5
1870,5
1871,5
1874,5
1881,5
1897,5
1900,5
1901,5
1902,5
1903,5
1904,5
1905,5
1909,5
1940,5
1947,5
1949,5
1953,5
1954,5
1957,5
1959,5
1962,5
1963,5
1964,5
1965,5
1966,5
1968,5
1975,5
1976,5
1977,5
1978,5
1979,5
1988,5
1993,5
1994,5
1996,5
1997,5
1999,5
2000,5
2002,5
2003,5
2004,5
2010,5
2026,5
2027,5
2032,5
2040,5
2045,5
2046,5
2047,5
2048,5
2049,5
2052,5
2053,5
2054,5
2057,5
2058,5
2059,5
2077,5
2080,5
2090,5
2095,5
2098,5
2102,5
2103,5
2104,5
2105,5
2106,5
2107,5
2118,8
2121,5
2122,5
2123,5
2124,5
2125,5
2126,5
2128,5
2131,5
2133,5
2136,5
2138,5
2139,5
2141,5
2145,5
2146,5
2148,5
2149,5
2151,5
2152,5
2154,5
2155,4
2156,5
2157,5
2158,5
2159,5
2160,5
2161,5
2169,5
2171,5
2186,5
2187,5
2188,5
2189,2
2190,5
2191,5
2193,5
2194,3
2195,5
2198,5
2199,5
2201,5
2215,5
2217,2
2218,5
2219,5
2220,5
2222,5
2225,5
2226,10
2227,5
2229,3
2230,5
2231,5
2235,5
2236,5
2237,5
2238,5
2239,5
2240,5
2242,10
2244,5
2245,5
2246,10
2247,5
2248,5
2249,5
2250,5
2251,2
2253,5
2254,5
2255,5
2257,5
2258,5
2259,5
2261,5
2262,5
2264,5
2265,5
2266,5
2269,5
2279,2
2280,2
2281,5
2283,5
2284,5
2287,5
2291,5
2292,8
2294,4
2295,5
2296,5
2301,5
2303,5
2304,5
2305,5
2306,5
2307,5
2308,5
2313,5
2315,5
2325,5
2326,5
2335,5
2337,5
2339,5
2340,5
2341,5
2350,5
2351,5
2352,5
2354,3
2355,5
2356,5
2357,5
2358,5
2363,5
2364,5
2384,5
2387,5
2388,5
2390,5
2391,5
2396,5
2397,5
2398,5
2399,5
2402,5
2403,5
2404,5
2406,5
2412,5
2420,5
2422,5
2425,5
2428,5
2432,5
2433,5
2435,5
2437,30
2439,5
2440,5
2444,5
2448,5
2449,5
2450,5
2451,5
2452,5
2454,5
2455,5
2457,5
2459,5
2461,5
2463,5
2467,5
2471,5
2480,5
2484,5
2485,5
2486,5
2488,5
2494,5
2513,5
2521,5
2536,5
2538,5
2544,5
2546,5
2549,5
2550,2
2552,5
2554,5
2556,5
2557,5
2558,5
2561,5
2562,5
2565,5
2572,5
2573,5
2574,5
2576,5
2580,5
2584,5
2585,5
2598,5
2599,5
2603,5
2604,5
2605,5
2606,5
2612,5
2619,5
2640,5
2641,5
2653,5
2654,5
2655,5
2656,5
2657,5
2660,5
2661,5
2662,5
2665,5
2666,5
2668,5
2669,5
2670,5
2671,5
2672,5
2673,5
2675,5
2676,5
2677,5
2681,5
2685,6
2689,5
2690,5
2691,5
2695,5
2697,5
2710,5
2722,5
2728,5
2732,5
2734,5
2735,5
2736,5
2737,5
2738,5
2739,5
2740,5
2743,5
2745,5
2747,5
